speaker,start,end,text
SPEAKER_04,2181.0,2197.0," Поэтому она работает только с файлами. Соответственно, чтобы открыть вот кодиф вот в таком красивом виде, что происходит? Из ГИТа поднимаются все необходимые, все три копии файла, то есть базовый, измененный нами, измененный поставщиком."
SPEAKER_00,2197.76,2199.14, То есть это из трех лет тогда берет?
SPEAKER_04,2199.14,2216.24," И они подсовываются через командную строку к АДИФу, КАДИФ их обрабатывает, соответственно, при закрытии посылает сообщение о том, что он закончил. Эти файлики исходные удаляются, остается новый файл и на всякий случай остается копия оригинала."
SPEAKER_00,2233.62,2235.14," Угу. Файл до решения конфликтов оба эти файлики удаляются или они удаляются ручками просто и подсветка синтаксиса спрашивают, ее здесь нет в этой программе."
SPEAKER_04,2237.2,2237.44, Мы попали на какой-то регистр сведений.
SPEAKER_02,2248.96,2250.96," Вот этот атрибут, и тут какой-то артефакт с каким-то непонятным измерением. Вы как понимаете, я уже проходил это, да? Вот здесь что-то пошло не так."
SPEAKER_04,2250.96,2293.46," Вот. пошло не так интересно И самое главное, что это почему-то в наших изменениях у этого измерения был другой айдишник ну все хорошо что хорошо заканчивается. Сейчас мы видим, что ID-шник ставит тот, какой нужно, из типовой концы поставщика. Поэтому мы смело все берем из конфигурации поставщика. А вот сейчас что-то за магическую комбинацию клавиш я сейчас control 1 control 2 control 3 то есть из какого окошка брать первого второго или третьего вот принципе можно нажать вот так вот взять из 2 и из третьего."
SPEAKER_04,2293.56,2339.2," Но мы там делать не будем, нам это не надо. tomorrow. . Так, тут прилетели какие-то изменения в ролях. На самом деле я знаю знаю что эти роли менял и сам догадался, что все хорошо. Gracias. . Так, ну и шоу-думбис. Ну, что, я думаю, что... Well, работа с файмами все-таки затупливается так вопросиков нету полно вопросов всяких."
SPEAKER_00,2340.22,2346.0," Ну, про подсветку синтаксиса в дифе ее нет, да? Еще разочек ты там повторил. Конечно нет."
SPEAKER_04,2346.0,2386.0," Здесь, опять же, как говорится, все надежды на ЕДТ, что оно начнет нормально работать. Я тут, кстати, на днях открывал очередной раз EDT обработку с модулем чуть больше 10 килов строк. и что-то он у меня очень так на вот на этом же опять же железе но ну, еще подтупливал регулярно почему-то. Причем, что характерно я раньше именно эту обработку я раньше разрабатывал EDT, и, скажем так, с года полтора назад чего-то я такого не замечал то есть тут меня прям чуть подбешивала Не знаю, что произошло."
SPEAKER_00,2386.78,2397.3," Слушай, еще такой интересный вопрос. Егор задает, при работе в конфигураторе, когда объект на поддержке, но при сравнении изменений, как будто бы он изменился."
SPEAKER_00,2405.94,2406.38, Такое ты встречал в конфигураторе конечно встречал тоже бывают артефакт такие то есть и в гид все в таком же стиле переезжает?
SPEAKER_04,2416.56,2437.26," Вроде на поддержке объект, но что-то с ним пошло не тогда вот смотрите почему Вот смотрите, случилась страшная куча изменений, аж 33. Ну, мы с этим ничего делать не будем. А знаете почему? что на самом деле мы эту роль не меняли это какие-то страшные артефакты скорее, поменены как раз такими местами различные элементы XML, и поэтому они все повылазили вот мы на самом деле просто примем как есть."
SPEAKER_04,2439.7,2470.32," Так, аутр администратора у нас прилетела в принципе говорит что все хорошо конфликтов нетятому все взяли тоже из конца поставщика So. Что-то все у тебя гладко идет. Ну, если Если бы мы, как говорится, такой, то есть такую вот самую мякотку, самый жесткая, да, то это можно было устраивать хакатон, да, на пару дней такой."
SPEAKER_04,2470.98,2504.16," Ну, потому что реально все вот эти процессы небыстро. Еще иногда можно ошибиться, словить откат. Я бы, кстати, Евгению сегодня уже говорил, что я часа за два до этого как раз тренировался на всем этом и собрал конфигурацию, которая при загрузке из файлов роняла конфигуратор, причем так бесследно. Следы нашлись только в техжурнале, по которому я так проинтуичил, что где-то я что-то лишнее положил в файлик, заново пересобрал, все заработал."
SPEAKER_04,2504.88,2515.3," Так, ну вот они, эти самые оригинальные файлы. То есть оригинальный файл – это то, как их объединил вид прежде чем решать конфликты."
SPEAKER_00,2547.0,2547.76," Мы их просто удаляем. Вот, нашу роль мы говорим, что мы просто используем поставщика вот Вот. И нам остается только нажать До конца. . И вообще что-то понахальничал, за тебя ответил, а обычные формы можно..."
SPEAKER_04,2574.0,2574.7," Обычные формы не получится, потому что, ну как, скажем так, я этого не делал вот обычные формы стандартная выгрузка загрузка конфигуратора выгружает как бинарь она даже код оттуда не вытаскивать. То есть, в принципе, можно взять на, конечно же, там, Tool 1 CD и V8 Unpack и попробовать, соответственно, с их использованием разобрать обычные формы,"
SPEAKER_04,2579.72,2580.32," соответственно, порешать конфликты ручками, вот, и попытаться потом собрать."
SPEAKER_04,2595.0,2595.16," Нечестно не пробовал и просто боюсь и вообще с обычными форумами, не знаю, встречался в последний раз очень давно. И вам не нравится. Ну, так, лукавлю, конечно, так, УТ-шечка десятая иногда всплывает."
SPEAKER_00,2596.42,2596.92," Балуешься, балуешься, да?"
SPEAKER_04,2597.4,2597.58, Ветерами.
SPEAKER_04,2607.0,2625.92," Да, но стараюсь, да, не понял. Ну понял то есть я с обычной формы начал в 2009 году как вышло 829 8.2.9 зафиналилась. Вот я сразу перешел на управляемых формах ведутся. Более того, у меня есть клиенты с обычными формами, но мы дорабатываем только на управляемых. То есть берем там УППХ,"
SPEAKER_04,2637.0,2659.42," там какая-то 12 вот все новые документы или если надо сильно переработать форму существующего документа сразу фигачим управляемую то есть включён режим использования управляемых форм в обычном приложении. Более. более того у меня один раз эта штука очень сильно выручила. Мы ввели большой проект, то есть проект два года до работы в бухгалтерии предприятия 2.0. Соответственно, это был тот волшебный 2013 год, когда 1С первый раз сказала все с апреля сворачиваем 20 мы 0."
SPEAKER_04,2662.62,2663.36, Мы за три месяца перетащили все на Б БП 3.0.
SPEAKER_04,2672.78,2673.16," Именно благодаря тому, что сразу делали управляемые сразу делали там в том числе следовали тем рекомендациями, в которых есть документики, о котором я вначале говорил."
SPEAKER_04,2677.52,2679.0," Реально за три месяца то, что было дорабатывалось два года, перетащили прямо в 3.0."
SPEAKER_04,2681.26,2682.28," И запустили. Ну, вот такие вот байки."
SPEAKER_04,2686.48,2703.82," Так. Так, ну что ж, мы вот это все имеем. Дальше давайте я вам что-нибудь покажу. Наверное, я вам покажу сравнение объединения, чтобы ни у кого не создалось впечатление, что что это была специально подготовленная конфигурация без изменений."
SPEAKER_02,2718.52,2719.1, Вот.
SPEAKER_00,2720.32,2729.78," Страшилку убираем. Подожди, а зачем щелкать? Ты же в основном сейчас показывал те объекты, которые новые, которые Которые не имеют конфликта с поставщиком."
SPEAKER_04,2729.8,2743.42," Это неправда. Для красоты надо было бы, показать это самое обновление, да, результат окошечка обновления типового. Не подумал, не подготовился. Сейчас ждать, как вы понимаете, долго."
SPEAKER_00,2744.7,2754.5," Слушай, я сейчас что-то не могу уловить. Основная фишка этого подхода, то, что этот div, как он там, kdиф, сам что-то мёрзет за человека."
SPEAKER_04,2754.86,2785.0," Во-первых, сначала гид что-то мёрзнет, но гид это мёрзнет на уровне ну то есть файлыки берет те, которые изменены только с одного конца, те, которые изменены двумя сторонами, он оставляет. Скажем, это и классический конфигуратор умеет мерзжить уже сами файлики. То есть если в одном и том же месте два человека не ковырялись, то, скорее всего, эти места прекрасно придут в файлик, Вопрос. она останется только пересохранить автоматически объединенный результат."
SPEAKER_00,2785.0,2789.26," И вот здесь от Никиты вопрос. Давай честно,"
SPEAKER_04,2789.38,2796.94, постоянно же XML ломаешь нет уже привык это кстати сказать один из дополнительных бонусов этих процессов.
SPEAKER_04,2800.0,2840.38," То есть первые бонус я говорил автоматично тут я немножко слукавил. Второй бонус, что это интересно. И третий бонус, что это интересно. И третий бонус, что начинаешь честно разбираться в структуре XML-кодинесных, то есть начинаешь понимать что там на самом деле написано ну да мне, это очень полезно. То есть это очень быстро набивается рука и в принципе даже с той же едт до сих пор актуально что иногда надо пойти еще ручками что-то в текстовичке поправить, потому что иначе EDT это сожрать не может. Пока такие вещи есть, и понимать, с чем ты работаешь, это, я считаю полезно внутри анг узнать nice Так, ну вот, собственно, проблемы."
SPEAKER_02,2841.72,2858.42," Мы практически посмотрели, да. Вот есть проблема со сменой авторства кода, конечно. Ah, I'm not. она не так часто возникает."
SPEAKER_04,2859.66,2888.12," То есть, когда мы внесли, грубо говоря, мы из-за того, что были наши доработки, мы внесли еще и изменения поставщика по сути ручками ну то есть сделали ручное объединение, и в этом случае автором кода станем все-таки мы, а не 1с Ну, неприятно, в общем, но жить можно я просто отдельно по поводу авторского кода, еще чуть дальше скажу,"
SPEAKER_00,2888.24,2906.6," вообще где это полезно может быть но в целом вот все суши ну у нас сейчас основные вопросы по управляемой форме. Вот один был, сейчас еще Никита Подливает, который Федькин, которое грызло. Так что там с управляемыми форумами, как случайно не слить два добавленных реквизита в один."
SPEAKER_04,2906.82,2959.96," Персонально для Фельдшкина я сказал начале не надо добавлять реквизиты в управляемые формы мышкой, добавляем кода. Это один момент. Если все-таки что-то добавили мышкой, то, соответственно, внимательно смотрим. К управляемым форумам тоже есть, как говорится требования по добавлению реквизитом, да, требования по поводу префиксации добавленных реквизитов, чтобы было видно, что это мы добавили. Вот. что это мы добавили. И дальше одна из основных проблем – это есть такие внутренние идентификаторы, числовые реквизиты, которые используются, собственно, по сути, при сборке формы платформы и конфигуратором вот и возможно ситуация, когда мы, допустим, 1С добавил какой-то реквизит и мы тоже добавили реквизит, и при объединении выяснится, что у этих реквизитов одинаковые идентификаторы."
SPEAKER_04,2961.12,2982.02," В принципе, можно решить ручками, да, просто поменять идентификатор. Но лучше до этого не доводить, потому что, понятно при больших объемах глаз замыливается, и потом среди вот этих вот тысяч файлов, а их на минуточку где-то порядка 80 тысяч на эту конфигурацию, искать, что пошло не так, довольно сложно."
SPEAKER_04,2985.62,2985.72," Но... Но есть, кстати, приятная новость."
SPEAKER_04,2990.58,2991.54, Я ее обнаружил непосредственно инфостарк в процессе аналогичного мастер-класса.
SPEAKER_04,2997.56,3028.26," Если раньше окошечко которое при загрузке файлов возникает просто писала что ничего не могу загрузить сейчас обнаружилось волшебное свойство первпервых там стали чуть больше текста про ошибки и более того, если кликнуть по ошибке два раза, зачастую у тебя откроется проблемный файлик это ты про что говоришь сейчас? Это про ошибки загрузки конфигурации из файлов конфигуратора. То есть из подготовленного файла? Да, сейчас по окошечку с ошибкой можно два раза кликнуть и откроется тот файлик и даже, по-моему, спозиционируется на место, на проблемное."
SPEAKER_04,3029.34,3041.86," Вот. Не все ошибки такие, не все ошибки такие не все ошибки открывают файлики, но вот уже появилась такая возможность, то есть по сравнению с тем, что было раньше, что просто ошибка. Ну, ошибка, ошибка."
SPEAKER_00,3048.0,3058.2," Пошли попробуем пересобрать все по новой переделать. Сейчас стало приятнее. Слушай, еще такой комментарий от Антона. Он говорит, так если же мы добавим элементы кодам, то нельзя будет настроить пользовательскую видимость нельзя час я часто Ну, нельзя."
SPEAKER_04,3062.16,3062.34," Я, честно говоря, на своей практике вообще редко пользуюсь пользовательской видимости."
SPEAKER_00,3073.16,3073.42," Обычно у меня там есть какие-то методы, которые уже программные эти вопросы решают. Так, и ссылка на рекомендации по доработкам у тебя была на первых слайдах, правильно?"
SPEAKER_04,3074.54,3075.52, Сейчас тоже Андрей спрашивает.
SPEAKER_04,3083.0,3093.94," Она есть, но, опять же, она есть во первых можно будет пересмотреть видосик прямо да там даже он qr-код есть да это можно будет оттуда сфоткать. Для опоздунов информации. Наверное, в принципе, я могу потом набить это все в чатик подготовить. Ну подготовим еще описание, к этому видео приложим."
SPEAKER_00,3109.16,3110.44," А ты нам еще покажешь как теперь вот то что ты сделал загрузить собственно в конфигуратор Я вам покажу, так так сказать мышкой на мечу вот ну давай чуть-чуть по моему плана пройдемся мы дойдем до этого всего."
SPEAKER_04,3111.6,3119.72," Сейчас очень важный-то, собственно, момент. Что нужно сделать? Вот этот, собственно, момент сделать да вот этот собственно ням загрузки конфигурации с файлов."
SPEAKER_04,3123.0,3123.66," Мы берем, мы возьмем вот эту конфигурацию,"
SPEAKER_04,3128.8,3141.0," куда на самом деле с вами загрузил уже. вот смотрите здесь, ну как это делается? Очень просто делается. Загрузить конфигурацию из файлов и указываем путь до нашего каталога, где лежит выгрузка, то есть наша подготовленная, собранная конфигурация."
SPEAKER_04,3148.32,3149.1," Вот, нажимаем, ждем 15 минут, появляется то самое окошечко с ошибками,"
SPEAKER_04,3152.14,3152.66," или с подтверждением, что мы можем все загрузить."
SPEAKER_04,3155.82,3156.66," Дальше ждем еще полчасика, получаем загруженную конфигурацию."
SPEAKER_04,3167.0,3171.72," Это поддержка. А объект-то нифига не похож на 1С, правда?"
SPEAKER_04,3182.2,3182.76," Вот. не правда вот ну такая фигня произошла потому что мы взяли от поставщика пустой файл поддержки по умолчанию файл поддержки пустой, это значит, что все объекты на поддержке."
SPEAKER_04,3188.06,3190.64, То есть на это надо просто обращать внимание таким образом отрабатывает сейчас сейчас таким образом отрабатывает ректор. Вот.
SPEAKER_04,3206.22,3206.64," Но, в принципе, просто на этом этапе еще подготовка не завершена, потому что на самом деле требуется сначала провести процесс обновления на типовую неизмененную,"
SPEAKER_04,3212.22,3212.32," чтобы залилась конфа поставщика, а потом уже вот с этой конфигурациции, которую мы подготовили,"
SPEAKER_04,3248.14,3248.56," мы делаем просто сравнение и объединение, и поэтому все встает уже в соответствии с залитой конфигурацией поставщика, и замочков этих не будет вот но тем не менее от фарт забавный Продолжение следует... Так, проверка ну соответственно вы залили первым делом надо обязательно запустить синтоксический контроль модулией как минимум. Можно полную проверку конфигурации, можно В принципе, достаточно хотя бы синтоксический контроль ничего это делается потому что как мы помним что гид что ходив работает чисто с текстом,"
SPEAKER_04,3255.0,3255.14," иногда бывают забавные казусы, что просто текст встает не в те места, в которых он должен быть."
SPEAKER_04,3265.42,3267.26," Но это опять же из-за того, что там поменяли местами процедуры и функции, и, соответственно, в большинстве случаев синтаксический контроль позволяет все эти места выявить и просто ручками поправить."
SPEAKER_04,3271.0,3275.32," Ну, просто криво прошло объединение бывает такое не часто, но бывает. Вот. Это, значит, первый заслон."
SPEAKER_04,3284.8,3284.92," Повторная выгрузка результатов в ну помогает иногда, то есть мы можем что сделать?"
SPEAKER_04,3316.24,3316.52," То есть мы вот это все объединили, залили. А, еще мы же сравнили, мы же залили конфигурацию поставщика и в принципе могут вылезти некоторые артефакты, на самом деле, немножко надо сказать про другое сп то есть до всех этих видов, каким был самый надежный способ убедиться, что обновление проведено корректно дорогой но достаточно надежно на пользователи конечно нет надо дать второму соседу провести то же самое обновление."
SPEAKER_04,3323.34,3323.94," То есть по теории вероятности ошибется он в других местах. Дальше берем, сравниваем результаты, да, и все ошибки правил."
SPEAKER_04,3335.66,3383.56," Вот, соответственно, в данном случае, даже если вы не используете вид как основной инструмент, его можно использовать как вот этого второго человека, потому что он это делает практически автоматом, и вы можете получить другой результат, и свой результат ручного объединения сравнить с гетоном. и вот получится вот этот контроль Ну и следующий заслон – это тесты хотя бы дымовые то есть что все формочки открываются запускаем на линию сборки запускаем тесты, если поведенческие, то вообще все прекрасно. Вот. Ну, именно непосредственно про объединение сонар нам скорее всего не поможет почему здесь нарисован но это просто выжимка из пайплайна plan. вот ну и такой момент на что все обычно забывают, да, что у нас еще есть дополнительные вещи, такие как дополнительные отчеты этой обработки."
SPEAKER_04,3392.28,3392.96," Любимые многими правила обмена, расширения, логика. Вот. А, ну и я уже сказал, забываюрузить конфигурацию поставщика."
SPEAKER_04,3400.64,3424.1," И потом проходит пара лет, а где нам ее взять вот она этом самом на сайте 1С только ЦФУшки, вот это проблема. То есть я вообще работаю обычно в окружении с двумя хранилищами, то есть хранилище продуктива и хранилище разработки. И у меня конфигурация поставщика в обязательном порядке, в том числе и в хранилище продуктива лежит мы свои поставки не создаем, мы просто пользуемся хранилищный продуктив."
SPEAKER_00,3424.3,3428.0," А ты не мог показать, а как загрузить конфигурацию поставщика?"
SPEAKER_04,3428.0,3433.36, Надо просто сделать объединение и все и не глядь не ставили никакие галочки ну то есть как галочки.
SPEAKER_04,3435.38,3470.0," Ну, то есть, как галочки по умолчанию встанут после объединения, так и загружаем потому что потом все равно перезальем все нашей подготовленной конфой. Но конфа поставпоставщика заливается только при, соответственно, объединения, с конфигурацией, ну, при обновлении. Короче, поставщика зальется в тот момент когда я поставщика зальется только если мы выберем обновить конфигурацию, после этого только зальется конфа поставщика. Но это штатными средствами. В принципе, ее можно, конечно, ручками подсунусь, но там будет проблема с файлом поддержки."
SPEAKER_04,3470.0,3507.32," Есть хорошие люди которые пытаются эту проблему решить и вроде бы даже заявляют что части решили проблему с редактированием файла поддержки но у меня пока руки не дошли проверить и с этим поиграться, к сожалению. пока вот я пользуюсь только через конфигуратор вариант. I think. Ну, собственно, про то, что про это забываем, я просто должен был упомянуть, пока у меня никаких особых решений и волшебных пуль нету для того, чтобы этоостоятельно не забывать."
SPEAKER_02,3507.42,3516.2," Ну, как там, опять опять же можно тесты нарисовать вот это помогут отловить, если не будет."
SPEAKER_04,3517.0,3541.84," Вот. И я хотел еще отдельно сказать, то есть, та картиночку, которая была в начале, она говорила о том, что мы живем без гита, да, и начинаем, по сути, с нуля, готовим обновление, и, в принципе, даже после этого забываем про гид. Вот. Вот эта картиночка уже другая, то есть это когда мы с самого начала начали жить с гетон вот здесь уже появляется третья веточка для обновления."
SPEAKER_00,3556.0,3560.74," Ну вот. И, собственно, процесс идет дальше практически так же, просто с тремя ветками. 1 Ник. Ясненько, понятненько."
SPEAKER_04,3561.0,3591.9," И далее мы имеем, собственно, вот такую красивую картиночку, тоже с реального проекта. Это вот где ведется в данном случае это ведется проект по ЗУПу довольно давно, и постоянно обновление делается именно вот такими вот таким способом да То есть мы можем увидеть, должен был апдейт на один релиз, на второй, на третий, на четвертый и так далее, и все это в принципе в течение пары месяцев буквально. То есть это те дополнительные бонусы,"
SPEAKER_04,3608.58,3608.66," которые мы получаем, если мы вообще ведем историю изменения детей, вот, и имеем там дополнительную ветку поставщика красивая история вот история быстро можем сразу посмотреть что изменилось на это вообще преимущество бета по сравнению с хранилищем потому что хранилищем, потому что в хранилище можно долго курить,"
SPEAKER_04,3610.74,3647.86," чтобы сравнить две версии. А если надо найти какое-то конкретное изменение, то это вообще мрак. В этом все просто. Опять же мы быстро узнаем, чей код. Быстро можем сравнить наши изменения с веткой поставщика и один важный нюанс. Образить внимание, что врачи что от поставщика все идет вполне под конкретным расследком миттером да то есть идет от имени 1С. Соответственно, это дополнительный прикол, который в Сонаре мне позволяет те ошибки которые сонармия показал просто отфильтровать по автору все что от автора 1С, я даже не смотрю."
SPEAKER_04,3648.1,3666.28," Я вижу только те, которые мои коллеги сделали, привнесли проблемы. Это один из способов фильтрации в сонарик и типового хода. ухода мне он кажется наиболее удобности более удобной степени. Ну что ж, я, как говорится,"
SPEAKER_00,3666.44,3676.5," я практически вложился в обещанный час честно говоря, никто не знал, кроме меня, что ты обещал уложиться в час, но ты молодец. Слушай, давай тогда вопросы."
SPEAKER_04,3677.0,3678.12," Давайте, да, конечно."
SPEAKER_00,3678.42,3685.2, Вопрос от Марии. Конечно. Вопрос от Марии. А как выглядит сравнение измененных макетов и реквизитов составных типов?
SPEAKER_04,3686.78,3699.0," Эккузиты составных типов выглядят вполне прилично, потому что там идет просто список там не проблема вот и вот макет с макетами все плохо, не надо макеты трогать."
SPEAKER_00,3699.0,3703.04," А есть очень хочется, то что я делаю? Новый создаю или как?"
SPEAKER_04,3703.04,3710.72," Делайте свои. Ну, с макетами проблемы. Ну, с макетами проблема. Ну, у меня здесь есть второй вариант ответа. Ждем ЕДТ."
SPEAKER_00,3711.76,3717.16," Короче, если я захочу поменять что-то в отчете, тамскадеш там, например, то лучше этого не делать, что ли?"
SPEAKER_04,3717.16,3741.14," То есть это все противоречит первому постулату ребята не меняем объекты поставщика. Вот такие объекты поставщика мы не меняем. То есть мы меняем, мы можем только дополнить объект поставщика взять и переколбасить запрос в иск, ну не надо так делать. Ну а если надо, то как бы ты поступал? Нет, ну кстати, с Сады как раз не особо проблемы с когда как раз можно, потому что это хоть XML, но это все-таки внутри код."
SPEAKER_04,3749.08,3762.3," Более того, я, например, массово менял шаблоны ролей более того я сейчас я их просто обновляю, они вообще беспроблемно обновляются, а менял я их там 400 ролей регулярками. Мне надо было в зупе добавить ограничение доступа по подразделению."
SPEAKER_04,3766.88,3767.72," Не было предусмотрено, вот пришлось массово все это запилить вот таким образом."
SPEAKER_00,3769.0,3783.66," Ну, что получилось, нормально. Так, хорошо. Вот от Алексея, в принципе, тоже хороший комментарий. На мой взгляд, сложнее, чем просто в сравнении объединений в режиме дважды измененных. Вот. дважды измененных. Мне тоже сейчас показалось, что сложнее."
SPEAKER_04,3783.96,3823.0," Ну, я уже сказал да что в принципе отчасти это все игрушки, изучение всего нового, набивания руки. То есть, когда это стало действительно д легко и непринужденно у меня, ну, то есть до этого годик я тренировался на самом деле, вырабатывались какие-то определенные подходы, в том числе и к доработкам, то есть очередной раз при обновлении вырезала, что вот там какой-то, не знаю, роль взяли и поменяли и она мешает, а можно было просто сделать сбоку, ну, вот такие-такие всякие шпики. Вот."
SPEAKER_04,3823.0,3858.1," Ну, и напомню о том, что на самом деле отчасти это наше будущее потому что едт это будет гид все равно придется иметь дело вот с такими артефактами. Там свой механизм, в принципе, прикольный. То есть EDT, если кто не в курсе, в отличие от конфигуратора, умеет делать произвольное трехстороннее. Мы можем подсунуть, грубо говоря, УТ как базу и комплексную ERP как конфигурация для слияния, да, и они, в принципе, она нормально все сравнить."
SPEAKER_04,3858.66,3877.32," Вот. Я на последний раз это этим делом экспериментировал, опять же, год три назад с EDT, там, какой-то версии, по-моему, 1.6. На трехстороннее сравнение У т она отожрал 13 или 18 гигабайт памяти. Вот, ну вроде говоря, что сейчас стало лучше."
SPEAKER_00,3878.46,3886.5," Слушай, ну вот по вашей команде, у вас как, все таким методом обновляют типовые или все-таки нет нет ни все но я всячески их учу."
SPEAKER_04,3886.76,3906.0," Я подозреваю, что часть нашей команды в том числе смотрят а как ребята отмазываются, почему они не переходят на этот супер прогрессивный метод и в основном все потому что действительно требует вкатывания, вот, а, соответственно, как я говорил, команда «Самбург» Команда занимается сопровождением."
SPEAKER_00,3908.0,3909.84, Срочная задача.
SPEAKER_04,3910.74,3912.6," Некогда, некогда. Просто срочная задача, да."
SPEAKER_04,3919.8,3921.0," Ну, там пару раз я просто отбирал там задачи обновления, решайте ваше сроч, и дайте я сам обновлю."
SPEAKER_00,3927.4,3930.48," Заодно хоть конфу причешу. Zadnę choć kanfu przyczyszło. Слушай, такой еще интересный вопрос Я не знаю, к чему он относится. БСП так накатить можно?"
SPEAKER_04,3934.52,3963.24," Куда накатить бсп чего накатить мыслил он обувну В смысле? Во-первых, начнем с того, что если вы имеете в виду, что БСП накатить на конфигурацию без БСП, то это не про это, иа сп для этого есть свои инструменты если мы говорим, что у нас есть какая-то БСП, внедренная в нашу конфигурацию, мы хотим ее обновить, то в принципе да, чем нет. То есть мы берем ту БСП, именно чистую БСФ за основу,"
SPEAKER_04,3985.0,4034.52," сравниваем ее, соответственно, с той конфигурацией, которая настроена, и выполняем вот этими методами обновления БСП на новую версию и, собственно, дальше решаем конфликты вряд ли это будет прям совсем гладко но скорее всего нормально а почему и будет не гладко вот федькин тоже пишет что с bsp боль говорит может Коль говорит. Можешь какие-то конкретные примеры, что будет не так? Ну это, наверное, лучше к Федькину, потому что не скажу. А если еще не вся ВСП, да, тут да, тут да, тут интересно. Да, вот этот пример хороший, Никит. Спасибо. Вот это боль, да, как раз? раз если не все будет будет ну еще, здесь на самом деле очень важную роль играет нахождение в контексте если это твоя родная выставленная конфигурация, ты, скорее всего, неважно там в детей или в конфигураторе будешь не глядя щелкать эти галочки в основном. То есть ты уже там всю боль познал, все артефакты вычистил, все костыли вычистил, все кастыли убрал, и, в принципе, это скорее всего много времени занимать не будет."
SPEAKER_00,4037.42,4040.08," Так, ребята, давайте еще какие вопросы созрели. Пишите, пожалуйста."
SPEAKER_00,4046.52,4061.26," Если не будет вопросов, то будем уже разбегаться. Пока много вопросов не вижу, то ли никто ничего не понял, то ли еще по каким-то причинам. Напишите вообще, а почему вопросов нет? Потому что все понятно или потому что ничего не понятно? Я вот серединка наполовинку понял. Так вопросов было достаточно много, я бы сказал. Ну были, были. Просто сейчас под конец нет их. Я вот почему. Так-то вопросы были в процессе?"
SPEAKER_04,4062.48,4063.9," Я подозряю, что все понятно."
SPEAKER_00,4064.22,4083.24," А, вот интересный комментарий, да, Акела Хезмист, Акела промахнулся, пишет, круто, но ощущение острой необходимости в этом не появилось. Ну да, это Артем уже сказал, что больше это такой R&D, исследовательская работа. нет я буду мне нравится конфигуратор неохота открывать."
SPEAKER_04,4083.3,4113.64," Во-первых, это быстрее, во-вторых, смотрите, что есть инструмент, который доводит до вполне конкретной состояния этот процесс, полностью обатически менять за ним следить. То есть он сам кодифит или что? Ну, я же показывал, ректор, ему подсовываешь на вход 3 цифника и он в итоге выдает картинку вот такую нет не такую. В общем, такую до решения конфликтов."
SPEAKER_04,4131.32,4131.82," Остается. конфликтов остается только решать конфликты а если мы говорим про стандартный подход, то это, соответственно, берем конфигуратор, загружаем одну конфигурацию ждем когда на заказ и потом накатываем он конфигурацию обновления поставщика. Дальше, соответственно, щелкаем галочки."
SPEAKER_04,4136.74,4154.0," Соответственно, дальше нам хочется очень спать, но надо дальше щелкать галочки, потому что если мы перестанем щелкать галочки, пойдем спать, то у нас вечером выключат электричество аукс мы не купили и нам придется щелкать галочки заново вот а здесь при революции вот здесь решил 10 конфликтов, пошел-поспал, с утра бодренько решил еще 20."
SPEAKER_00,4154.0,4175.0," Вот уже хорошо, вот сейчас как-то вникаешь в тему, что как-то видно какие-то преимущества, действительно. Особенно вот эта тема, да, что можно поспал-пошел, у тебя все осталось, открыл, даой продолжаешь работать это очень круто вот это вот мне кажется большой плюс этой всей темы ну как, как говорится, один раз нужно настроить, понять, а потом получать счастье."
SPEAKER_04,4175.0,4201.0," Год про сохранение настроек, конечно, хорошее замечание, но последний раз, когда я им пользовался, восстановление настроек, скажем, Вопросы о том, что оно восстановило то, что я хотел сохранить . Так вот все, Артем, ты всех испугал своим годом, что надо переходить год на это."
SPEAKER_00,4201.0,4204.1," Скажи, что собрал и перешел буквально за неделю."
SPEAKER_04,4204.32,4206.66, Я просто целенаправленно этим занимался.
SPEAKER_04,4209.14,4209.22," Постоянно. постоянно, под разными соусами."
SPEAKER_04,4212.78,4215.78," Я говорю, я пробовал EDT, я с EDT там с 1.6 начинал. Я игрался с выгрузками,"
SPEAKER_04,4226.66,4226.9," я игрался с гетоном,ками игрался с гитом игрался дт то есть постепенно выработал вот этот подход, который у меня там минимизирует все мои усилия,"
SPEAKER_04,4238.92,4249.8," мою мозговую, мою мозговую деятельность для того, чтобы выполнить обновление нет типовой конфигурации своих клиентов это То есть это просто благодаря этому способу для меня это перестало быть проблемой. Я не воспринимаю, как приходит заявка на обновление рубашия опять нет, взял, запустил, все сделалось."
SPEAKER_00,4250.9,4269.86," Конфликтики порешал и нормально. Да. То есть вся твоя работа – это решение конфликтов сейчас, и все ты ничего руками не делаешь много других занятий, вот там инструментики всякие делаю. Не, я имею ввиду, если мы возьмем задачу обновить что-то, да? Знаешь, обновить, да, это решение конфликтов."
SPEAKER_04,4271.0,4272.44," Ну, все классно."
SPEAKER_00,4278.96,4286.46," Руками нужно пробовать, да, Констант попробуюсь. Так. так что тогда будем потихонечку закругляться. Очень интересно, Артем. На самом деле очень полезно, мне кажется."
SPEAKER_04,4293.38,4293.66," Если все-таки попробовать разочек и буду рад, если кто-то еще вкатится."
SPEAKER_00,4302.0,4306.36," Чем больше нас будет, тем больше появятся возможности каким-то, Вот Олег пишет, нужен полноценный курс. У тебя все-таки такой уровень для продвинутых сейчас был?"
